num_healthy_workers,actor_manager_num_outstanding_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/shared_policy/num_agent_steps_trained,info/learner/shared_policy/num_grad_updates_lifetime,info/learner/shared_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/grad_gnorm,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
6,0,0,20000,20000,4000,4000,4000,4000,45.80887075927866,45.80887075927866,4000,4000,20000,4000,20000,False,1,607e3_00000,2026-03-12_13-11-59,1773317519,87.320552110672,87.320552110672,47532,DESKTOP-1HI26E8,127.0.0.1,87.320552110672,1,4000,4000,20000,20000,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,87319.332,0.0,87319.332,16476.726,70804.27,56.494,28.205,4000,4000,20000,20000,26.0054054054054,48.060360360360384,0.27945945945945955,0.23591324592790155,[],[],127.38853503184713,2355.5,2354.5,0.0,12.126066,0.2,0.0003,5.846679114991693,-0.00272978266430208,5.848429386580319,0.10382602409698907,0.00489763095735895,0.8025686723284914,0.0
6,0,0,40000,40000,8000,8000,4000,4000,46.674270030018874,46.674270030018874,8000,8000,40000,4000,40000,False,2,607e3_00000,2026-03-12_13-13-25,1773317605,85.70330691337585,173.02385902404785,47532,DESKTOP-1HI26E8,127.0.0.1,173.02385902404785,2,8000,8000,40000,40000,915.7274784482822,696.9002370689773,775.9419216954107,1000.0,6000,0,6,915.7274784482822,696.9002370689773,775.9419216954107,6,86509.827,0.0,86509.827,15599.849,70873.977,56.438,23.451,8000,8000,40000,40000,24.487962962962964,48.175925925925924,0.2903703703703704,0.23500515659773114,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822]","[1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,7065.5,2354.5,0.0,14.732935,0.1,0.0003,4.198078720331698,-0.007744057610286933,4.204863514566118,0.2518325519536458,0.009592654201627344,0.7951393412556618,0.0
6,0,0,60000,60000,12000,12000,4000,4000,46.336558231936145,46.336558231936145,12000,12000,60000,4000,60000,False,3,607e3_00000,2026-03-12_13-14-51,1773317691,86.3305127620697,259.35437178611755,47532,DESKTOP-1HI26E8,127.0.0.1,259.35437178611755,3,12000,12000,60000,60000,923.7647629310485,696.9002370689773,816.8164719827671,1000.0,10000,0,4,923.7647629310485,696.9002370689773,816.8164719827671,4,86448.194,0.0,86448.194,15275.917,71135.509,56.231,26.765,12000,12000,60000,60000,24.7574074074074,48.161111111111104,0.2853703703703704,0.23346948560675973,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,11775.5,2354.5,0.0,16.378443,0.1,0.0003,4.549229310525704,-0.011718677099193041,4.559656241491848,0.2317257744364931,0.012917420896597993,0.7825294914012755,0.0
6,0,0,80000,80000,16000,16000,4000,4000,47.814858599914146,47.814858599914146,16000,16000,80000,4000,80000,False,4,607e3_00000,2026-03-12_13-16-15,1773317775,83.67191648483276,343.0262882709503,47532,DESKTOP-1HI26E8,127.0.0.1,343.0262882709503,4,16000,16000,80000,80000,987.1753879310455,696.9002370689773,830.6956609195495,1000.0,12000,0,2,987.1753879310455,696.9002370689773,830.6956609195495,2,85750.146,0.0,85750.146,15187.797,70529.256,56.714,25.591,16000,16000,80000,80000,23.03962264150943,48.096226415094364,0.29452830188679247,0.2341288678323548,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,16485.5,2354.5,0.0,15.630484,0.1,0.0003,5.513819597228064,-0.013989909912109565,5.52645804532774,0.1733114444526138,0.013514607155722868,0.7517152413947314,0.0
6,0,0,100000,100000,20000,20000,4000,4000,47.0956176411922,47.0956176411922,20000,20000,100000,4000,100000,False,5,607e3_00000,2026-03-12_13-17-40,1773317860,84.95021605491638,427.9765043258667,47532,DESKTOP-1HI26E8,127.0.0.1,427.9765043258667,5,20000,20000,100000,100000,1325.347778196604,696.9002370689773,941.3918712982868,1000.0,18000,0,6,1325.347778196604,696.9002370689773,941.3918712982868,6,85586.836,0.0,85586.836,15205.038,70351.159,56.858,24.637,20000,20000,100000,100000,23.84299065420561,48.08598130841124,0.2896261682242991,0.23280250560428076,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773, 1162.1763793103426, 1151.652650862082, 1002.2528232758713, 1172.9775000000166, 1162.2986206896535, 1325.347778196604]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,21195.5,2354.5,0.0,19.406015,0.1,0.0003,5.134996114718686,-0.017132352134252397,5.150583174274226,0.18392197289790824,0.015452975433848971,0.7335007720945241,0.0
6,0,0,120000,120000,24000,24000,4000,4000,47.774617649938236,47.774617649938236,24000,24000,120000,4000,120000,False,6,607e3_00000,2026-03-12_13-19-04,1773317944,83.73460078239441,511.7111051082611,47532,DESKTOP-1HI26E8,127.0.0.1,511.7111051082611,6,24000,24000,120000,120000,1420.9357327586486,696.9002370689773,1019.882315740921,1000.0,22000,0,4,1420.9357327586486,696.9002370689773,1019.882315740921,4,85276.774,0.0,85276.774,15186.741,70059.116,57.095,24.268,24000,24000,120000,120000,23.297142857142855,48.121904761904766,0.29076190476190483,0.23197594621629802,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773, 1162.1763793103426, 1151.652650862082, 1002.2528232758713, 1172.9775000000166, 1162.2986206896535, 1325.347778196604, 1420.9357327586486, 1332.8649137931093, 1390.4491163793255, 1348.1075000000153]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,25905.5,2354.5,0.0,19.870535,0.1,0.0003,5.409266808989701,-0.0192126910751903,5.426853338674881,0.17416969127715773,0.016261648731858067,0.706256081445455,0.0
6,0,0,140000,140000,28000,28000,4000,4000,47.415588099100056,47.415588099100056,28000,28000,140000,4000,140000,False,7,607e3_00000,2026-03-12_13-20-28,1773318028,84.37493419647217,596.0860393047333,47532,DESKTOP-1HI26E8,127.0.0.1,596.0860393047333,7,28000,28000,140000,140000,1575.0608836206945,696.9002370689773,1057.7825196734314,1000.0,24000,0,2,1575.0608836206945,696.9002370689773,1057.7825196734314,2,85145.87,0.0,85145.87,15214.573,69900.145,57.224,24.364,28000,28000,140000,140000,22.867924528301888,48.1245283018868,0.28283018867924525,0.23209068033293093,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773, 1162.1763793103426, 1151.652650862082, 1002.2528232758713, 1172.9775000000166, 1162.2986206896535, 1325.347778196604, 1420.9357327586486, 1332.8649137931093, 1390.4491163793255, 1348.1075000000153, 1374.3086422413971, 1575.0608836206945]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,30615.5,2354.5,0.0,21.079876,0.1,0.0003,6.039891694204569,-0.02135247271320132,6.059521944507671,0.09605876732530615,0.017222292160416323,0.6771861119255139,0.0
6,0,0,160000,160000,32000,32000,4000,4000,48.41651186058828,48.41651186058828,32000,32000,160000,4000,160000,False,8,607e3_00000,2026-03-12_13-21-51,1773318111,82.62588739395142,678.7119266986847,47532,DESKTOP-1HI26E8,127.0.0.1,678.7119266986847,8,32000,32000,160000,160000,1936.7136206896862,696.9002370689773,1209.8572556812792,1000.0,30000,0,6,1936.7136206896862,696.9002370689773,1209.8572556812792,6,84829.691,0.0,84829.691,15267.37,69528.793,57.53,26.323,32000,32000,160000,160000,23.62115384615385,48.150961538461544,0.28778846153846155,0.23198348427342078,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773, 1162.1763793103426, 1151.652650862082, 1002.2528232758713, 1172.9775000000166, 1162.2986206896535, 1325.347778196604, 1420.9357327586486, 1332.8649137931093, 1390.4491163793255, 1348.1075000000153, 1374.3086422413971, 1575.0608836206945, 1866.6986206896777, 1936.7136206896862, 1772.7636206896752, 1763.4282974138455, 1795.9939224138116, 1773.3391163793258]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,35325.5,2354.5,0.0,25.586199,0.1,0.0003,5.280390900057086,-0.02045440965177859,5.299048672056502,0.143296168349098,0.017966373588320855,0.6334063593875577,0.0
6,0,0,180000,180000,36000,36000,4000,4000,48.36228144368427,48.36228144368427,36000,36000,180000,4000,180000,False,9,607e3_00000,2026-03-12_13-23-14,1773318194,82.7161283493042,761.4280550479889,47532,DESKTOP-1HI26E8,127.0.0.1,761.4280550479889,9,36000,36000,180000,180000,2245.462144889535,696.9002370689773,1311.5893466126497,1000.0,34000,0,4,2245.462144889535,696.9002370689773,1311.5893466126497,4,84594.068,0.225,84593.844,15199.601,69360.06,57.67,26.999,36000,36000,180000,180000,23.204807692307693,48.166346153846156,0.2925,0.2310968678366089,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773, 1162.1763793103426, 1151.652650862082, 1002.2528232758713, 1172.9775000000166, 1162.2986206896535, 1325.347778196604, 1420.9357327586486, 1332.8649137931093, 1390.4491163793255, 1348.1075000000153, 1374.3086422413971, 1575.0608836206945, 1866.6986206896777, 1936.7136206896862, 1772.7636206896752, 1763.4282974138455, 1795.9939224138116, 1773.3391163793258, 2067.698810019375, 2019.1436206896867, 1966.015538793125, 2245.462144889535]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,40035.5,2354.5,0.0,28.765814,0.1,0.0003,4.73278207728311,-0.022643399699600986,4.753634628925607,0.21836598836945373,0.01790846617313931,0.6197715027570219,0.0
6,0,0,200000,200000,40000,40000,4000,4000,48.87937699323582,48.87937699323582,40000,40000,200000,4000,200000,False,10,607e3_00000,2026-03-12_13-24-36,1773318276,81.84861779212952,843.2766728401184,47532,DESKTOP-1HI26E8,127.0.0.1,843.2766728401184,10,40000,40000,200000,200000,2245.462144889535,696.9002370689773,1354.636483606394,1000.0,36000,0,2,2245.462144889535,696.9002370689773,1354.636483606394,2,84318.072,0.202,84317.87,15268.279,69017.101,57.957,26.025,40000,40000,200000,200000,24.88627450980392,48.22941176470588,0.29568627450980395,0.23212113374905421,"[696.9002370689773, 827.6029525862153, 728.3350646551796, 766.0163577586256, 721.0694396551833, 915.7274784482822, 923.7647629310485, 880.8679525862159, 786.9015301724152, 920.9789439655275, 987.1753879310455, 813.0078232758773, 1162.1763793103426, 1151.652650862082, 1002.2528232758713, 1172.9775000000166, 1162.2986206896535, 1325.347778196604, 1420.9357327586486, 1332.8649137931093, 1390.4491163793255, 1348.1075000000153, 1374.3086422413971, 1575.0608836206945, 1866.6986206896777, 1936.7136206896862, 1772.7636206896752, 1763.4282974138455, 1795.9939224138116, 1773.3391163793258, 2067.698810019375, 2019.1436206896867, 1966.015538793125, 2245.462144889535, 2097.214913793158, 2075.66071120693]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",127.38853503184713,44745.5,2354.5,0.0,23.472956,0.1,0.0003,5.985746550509378,-0.02301771872006594,6.007012768358688,0.12201472923254511,0.017515015571572406,0.5761508091999467,0.0
