num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/env_to_module_sum_episodes_length_in,env_runners/weights_seq_no,env_runners/episode_len_mean,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_return_min,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_duration_sec_mean,env_runners/num_episodes,env_runners/time_between_sampling,env_runners/connector_pipeline_timer,env_runners/episode_return_mean,env_runners/num_episodes_lifetime,env_runners/env_reset_timer,env_runners/env_step_timer,env_runners/sample,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/rlmodule_inference_timer,env_runners/episode_len_max,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/human_0,env_runners/num_agent_steps_sampled/human_1,env_runners/num_agent_steps_sampled_lifetime/human_0,env_runners/num_agent_steps_sampled_lifetime/human_1,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_steps/human_0,env_runners/agent_steps/human_1,env_runners/agent_episode_returns_mean/human_1,env_runners/agent_episode_returns_mean/human_0,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_module_steps_sampled/shared_policy,env_runners/module_episode_returns_mean/shared_policy,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/shared_policy/weights_seq_no,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/num_module_steps_trained,learners/shared_policy/total_loss,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/entropy,learners/shared_policy/vf_loss,learners/shared_policy/vf_explained_var,learners/shared_policy/curr_kl_coeff,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/num_trainable_parameters,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/mean_kl_loss,learners/shared_policy/policy_loss,learners/shared_policy/num_module_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch
1,22000.0,False,1,845c7_00000,2026-01-15_17-24-15,1768494255,21.32953691482544,21.32953691482544,15888,DESKTOP-1HI26E8,127.0.0.1,21.32953691482544,1,21.32112639999832,2.8700000257231295e-05,21.320685599988792,14.553302900007111,6.7571602999960305,0.004273600003216416,129.70023112683015,0.0,2000.0,129.70023112683015,-7110.383500000008,22000.0,11.347120899998117,2.0,0.02397477078735978,0.05687870000110706,-6848.188000000007,2.0,2.718273999991652,0.0014758490336199675,4.174244948807887,2000,-6585.992500000006,0.002846975467424935,2000,4000.0,nan,2,0,2,20.336666666666666,42.61666666666668,0.006373860431968257,4000.0,4000.0,22000.0,22000.0,0.0005808583318691438,2000.0,2000.0,-3423.8642500000033,-3424.3237500000037,44000.0,8000.0,-6457.394250000005,80640,0,4000,1260000,1260000,80640,4000,293380,nan,nan,1.0,1.0,0.01,80640,9.872834,256.0,11353.638,1.0908215,9.793482,2.6762486e-05,0.10000000149011612,80640,293380,0.0003,0.0017138276,0.08991702,nan,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.8001918999943882,9.474703842939864e-05,2.5238379692037127e-05,8.739385824960368e-06,6.780242527569529e-05,0.005354535331078533,0.000599568406476156,3.950037546131277e-06,5.133675830860156e-05,0.0002744988982779327,1.1113013437214713e-05,6.065487576512236e-05,1.1403766460143941e-05,2.2807566630049935e-05,0.013653400004841387,0.38554600000497885,0.024081200012005866,1.170000177808106e-05,0.07925199999590404,0.29551830000127666,3.270000161137432e-05,0.0003403000009711832,0.0007530000002589077
1,26000.0,False,2,845c7_00000,2026-01-15_17-24-38,1768494278,22.646766424179077,43.97630333900452,15888,DESKTOP-1HI26E8,127.0.0.1,43.97630333900452,2,21.334266093998448,2.8691000188700855e-05,21.333820919988938,14.554106093006993,6.769446553996095,0.004290377003198956,131.69041762873871,1.0,2000.0,131.69041762873871,-7110.383500000008,26000.0,11.35899961818094,2.0,0.09029043475047932,0.05687870000110706,-6770.820340909098,4.000000000000002,2.718273999991652,0.0019270642564651007,3.9081888378425838,2000,-5552.029000000004,0.0005666832466721311,2000,4000.0,186.4724059299004,2,0,2,25.009375,42.96875,0.002284919058013364,4000.0,4000.0,26000.0,26000.0,0.0006012354645519517,2000.0,2000.0,-3385.709590909095,-3385.110750000004,52000.0,8000.0,-6382.198250000005,80640,0,4000.0,2520000,1260000,161280,4000.0,293380,nan,nan,2.0,1.0,0.01,80640,9.641065,256.0,9368.25,1.0691569,9.681146,0.004033327,0.10000000149011612,161280,293380,0.0003,0.008938739,-0.03028268,nan,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.8022450999944704,9.124334279894997e-05,2.543443776886006e-05,9.437126693506124e-06,6.963995014750523e-05,0.0010922248281130423,0.0007662953140808775,4.149473523530636e-06,5.3758226643788965e-05,0.00028315015179111453,1.2076491644021558e-05,6.242875595966187e-05,1.1825191609680147e-05,2.282429163306003e-05,0.01372132900491124,0.3863913080049679,0.02405051801193622,1.1745001684175804e-05,0.07943510699595209,0.2965006560011534,3.301400152849965e-05,0.00034700000091106634,0.0007538330001989378
1,30000.0,False,3,845c7_00000,2026-01-15_17-25-02,1768494302,24.22386384010315,68.20016717910767,15888,DESKTOP-1HI26E8,127.0.0.1,68.20016717910767,3,21.363066023058465,2.8681090258760378e-05,21.362618327788923,14.582321090076922,6.770032407456175,0.004285677233178285,131.6904176324108,2.0,2000.0,131.6904176324108,-7110.383500000008,30000.0,11.50455185952818,2.0,0.1616491586070119,0.05687870000110706,-6360.2833690476255,6.0000000000000036,2.718273999991652,0.002403181646545352,3.692413716303485,2000,-4949.025500000005,0.000600036754119522,2000,4000.0,185.01153845235933,2,0,2,22.75588235294118,43.04705882352941,0.0026317679924395356,4000.0,4000.0,30000.0,30000.0,0.0006686046906349463,2000.0,2000.0,-3182.0226547619072,-3178.260714285717,60000.0,8000.0,-5986.91715476191,80640,0,4000.0,3780000,1260000,241920,4000.0,293380,51904.36753749196,3321.9055087690317,3.0,1.0,0.01,80640,9.9068575,256.0,7785.5884,1.0826654,9.754601,0.009478927,0.05000000074505806,241920,293380,0.0003,0.0044421502,0.16264063,3321.899241350687,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.8002524909945147,0.00010369801046398788,3.0358119303816514e-05,1.028217101867509e-05,7.97339061274535e-05,0.001149801804777671,0.0010045481790135241,4.747130412077193e-06,6.051618138221994e-05,0.00030414023290186663,1.3466539868375136e-05,7.08958412429388e-05,1.3904141352128022e-05,2.6119418173940095e-05,0.01372957871479739,0.3845298249249114,0.023994073831853164,1.1752551600511652e-05,0.07936228992588731,0.2964962204411451,3.3006861498870426e-05,0.00034620200087520067,0.0007542986701708286
1,34000.0,False,4,845c7_00000,2026-01-15_17-25-27,1768494327,24.32008695602417,92.52025413513184,15888,DESKTOP-1HI26E8,127.0.0.1,92.52025413513184,4,21.392554191827895,2.868927927414188e-05,21.392103826510905,14.608837320176084,6.772987487381603,0.004281963460877392,131.6904176324108,3.0,2000.0,131.6904176324108,-7110.383500000008,34000.0,12.274125530011371,2.0,0.21534381680085432,0.05687870000110706,-5791.171425000005,8.000000000000004,2.718273999991652,0.002333581469446417,3.4990924650306794,2000,-4949.025500000005,0.0005900903656932905,2000,4000.0,184.05087488750647,2,0,2,22.388571428571428,42.99714285714286,0.002658543053664638,4000.0,4000.0,34000.0,34000.0,0.000660122281312401,2000.0,2000.0,-2892.355775000002,-2898.8156500000027,68000.0,8000.0,-5462.822560000005,80640,0,4000.0,5040000,1260000,322560,4000.0,293380,51895.03239715396,3321.306503696427,4.0,1.0,0.01,80640,9.462127,256.0,8356.558,1.0596045,9.523368,0.0033046007,0.05000000074505806,322560,293380,0.0003,0.00651674,-0.050972804,3321.300697734524,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.79819047908452,0.00010125128750654422,3.013181183268795e-05,9.980055774703423e-06,7.793628642792101e-05,0.0011276675089726595,0.0010615260994260368,4.672153693282221e-06,5.911338296807713e-05,0.00030573001401078547,1.3256412569544984e-05,6.874171412981401e-05,1.2852166037527875e-05,2.6069743840447994e-05,0.013745193927690474,0.38247233467574326,0.023969488093498525,1.1746026056600387e-05,0.07932044102657416,0.29654900523670985,3.30207928839227e-05,0.00034513398076013263,0.000754148683592677
1,38000.0,False,5,845c7_00000,2026-01-15_17-25-51,1768494351,24.211058616638184,116.73131275177002,15888,DESKTOP-1HI26E8,127.0.0.1,116.73131275177002,5,21.42062701590966,2.868238643067132e-05,21.4201728872459,14.637272860974342,6.772595377507762,0.004280796826203359,131.6904176324108,4.0,2000.0,131.6904176324108,-6442.258500000005,38000.0,12.985038439015916,2.0,0.2679015139390991,0.05687870000110706,-5533.685930000006,9.999999999999991,2.718273999991652,0.002391512398679313,3.3265601254841655,2000,-3612.617000000002,0.0005857251538690364,2000,4000.0,182.98350287884463,2,0,2,22.294117647058822,42.98823529411765,0.0026300431183595143,4000.0,4000.0,38000.0,38000.0,0.000664387567611751,2000.0,2000.0,-2765.9907350000017,-2767.6951950000016,76000.0,8000.0,-5226.432780000004,80640,0,4000.0,6300000,1260000,403200,4000.0,293380,51897.91764930747,3321.490380457718,5.0,1.0,0.01,80640,9.6428795,256.0,4702.3916,1.0231186,9.606564,0.002533257,0.05000000074505806,403200,293380,0.0003,0.0068074395,0.046205714,3321.4847085032466,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.7961047292936114,0.00010425027672788041,3.076324065289762e-05,1.0542936312387208e-05,7.965609675821919e-05,0.0011131642250337473,0.0010362649244059978,4.963563268225467e-06,5.938549697208363e-05,0.00030532448387756594,1.3330620910494243e-05,7.129265420805417e-05,1.3308980637344496e-05,2.5921072180742633e-05,0.013761297988418325,0.38043111732890555,0.023964170212578767,1.1758565767284455e-05,0.07921811861621644,0.2965989021843931,3.3239584915384924e-05,0.0003441716409875155,0.0007559481968703865
1,42000.0,False,6,845c7_00000,2026-01-15_17-26-15,1768494375,24.143004655838013,140.87431740760803,15888,DESKTOP-1HI26E8,127.0.0.1,140.87431740760803,6,21.447763568750577,2.8607562579926528e-05,21.44730857137344,14.662479139364564,6.774519411732704,0.004278075858029859,131.6904176324108,5.0,2000.0,131.6904176324108,-6164.480500000005,42000.0,13.306065707007656,2.0,0.3108284217626166,0.05687870000110706,-4932.140825000004,11.999999999999991,2.718273999991652,0.0024313360645060716,3.170897484155862,2000,-2953.010500000002,0.0005611781353152881,2000,4000.0,182.1831482346223,2,0,2,21.802941176470586,42.90882352941177,0.0025869410011353415,4000.0,4000.0,42000.0,42000.0,0.0006584434613488511,2000.0,2000.0,-2468.527020000002,-2463.6138050000022,84000.0,8000.0,-4652.307755000003,80640,0,4000.0,7560000,1260000,483840,4000.0,293380,51907.72184145912,3322.116616586762,6.0,1.0,0.01,80640,9.298292,256.0,2508.0122,1.048516,9.29407,0.07426977,0.05000000074505806,483840,293380,0.0003,0.0076101087,0.014326122,3322.1112647584855,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.796134378000727,0.00010282347558671964,3.1240886268181076e-05,1.0217424190329823e-05,7.783964838469133e-05,0.0010464968002021784,0.0010685773269505311,4.971413935510172e-06,5.8303573419982e-05,0.00030016556867268893,1.3925936132015252e-05,6.941565404494346e-05,1.3151993318671043e-05,2.4880766991366414e-05,0.013807484008612722,0.38057204015560087,0.023897142510492155,1.1749980066476475e-05,0.07911326543011246,0.29661960116249547,3.3313189101813185e-05,0.00034313492455508374,0.0007557897149406362
1,46000.0,False,7,845c7_00000,2026-01-15_17-26-40,1768494400,24.714490175247192,165.58880758285522,15888,DESKTOP-1HI26E8,127.0.0.1,165.58880758285522,7,21.480346176063087,2.883848696180322e-05,21.47988887365962,14.686700548970869,6.782868185615436,0.004272109099499632,131.6904176324108,6.0,2000.0,131.6904176324108,-6164.480500000005,46000.0,13.262075466007957,2.0,0.35056601784643643,0.05687870000110706,-4025.3952200000035,13.999999999999984,2.718273999991652,0.0024358358159931653,3.029570396360437,2000,-2953.010500000002,0.0005512484148884944,2000,4000.0,181.37060389985163,2,0,2,23.34705882352941,42.9029411764706,0.002569349604662179,4000.0,4000.0,46000.0,46000.0,0.0006416712117526251,2000.0,2000.0,-2016.1387650000013,-2009.2564550000013,92000.0,8000.0,-3774.6546800000024,80640,0,4000.0,8820000,1260000,564480,4000.0,293380,51857.48852712978,3318.9005385267415,7.0,1.0,0.01,80640,9.512386,256.0,5013.0586,1.0228946,9.477777,0.042751014,0.05000000074505806,564480,293380,0.0003,0.008079466,0.044434875,3318.8953937480924,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.7961204422207561,0.00010246995578843924,3.104042281995583e-05,1.0193614252133192e-05,7.905425694774041e-05,0.0010326944444762215,0.0010666181828980345,4.880510222574089e-06,5.7711209901932285e-05,0.0002882411228598808,1.3619956731126783e-05,6.87673372278218e-05,1.2939750822501044e-05,2.418492355875083e-05,0.013808618168571096,0.3806112357539885,0.02384802908532694,1.1748480275978027e-05,0.07917926977579584,0.2965537471509368,3.332005718037806e-05,0.00034243657531070446,0.0007561908178590152
1,50000.0,False,8,845c7_00000,2026-01-15_17-27-02,1768494422,21.881935358047485,187.4707429409027,15888,DESKTOP-1HI26E8,127.0.0.1,187.4707429409027,8,21.484277512302388,2.8772102181892042e-05,21.483819332923076,14.689775672481135,6.783719787759283,0.004266129008435407,131.6904176324108,7.0,2000.0,131.6904176324108,-4692.524000000004,50000.0,13.103718357999169,2.0,0.39322652824489446,0.05687870000110706,-3693.301575000003,15.999999999999984,2.718273999991652,0.0018954233532859923,2.8848391650449416,2000,-2953.010500000002,0.0005414557831606847,2000,4000.0,181.12778914250615,2,0,2,21.241935483870968,42.819354838709664,0.002475026795753571,4000.0,4000.0,50000.0,50000.0,0.0005869361219491328,2000.0,2000.0,-1848.5218200000015,-1844.7797550000012,100000.0,8000.0,-3401.2165450000025,80640,0,4000.0,10080000,1260000,645120,4000.0,293380,52139.09095283093,3336.921930246259,8.0,1.0,0.01,80640,9.728215,256.0,4044.5835,0.9970466,9.691518,0.03536129,0.05000000074505806,645120,293380,0.0003,0.0073132957,0.046302147,3336.9171325197763,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.7956184137985233,9.136031719716225e-05,2.5979698593369445e-05,9.364720931148269e-06,7.092918652182058e-05,0.0010766445534898766,0.000971061891143088,4.156369291826553e-06,5.2760125994395746e-05,0.00027971632412151484,1.1159515446642172e-05,6.052991580893036e-05,1.1765752106399748e-05,2.2069845801119384e-05,0.013803017986814872,0.3803335763964839,0.023791147794535065,1.1740995583216756e-05,0.07907064507799742,0.2965065896794739,3.333485663907323e-05,0.00034154820951390536,0.0007562709096627225
1,54000.0,False,9,845c7_00000,2026-01-15_17-27-23,1768494443,21.452634572982788,208.9233775138855,15888,DESKTOP-1HI26E8,127.0.0.1,208.9233775138855,9,21.48386563717937,2.8706381249779975e-05,21.483406761593823,14.688231144756353,6.78485911288171,0.004258091718314568,131.6904176324108,8.0,2000.0,131.6904176324108,-4385.604000000005,54000.0,12.503317080987763,2.0,0.4251884199615426,0.05687870000110706,-3606.978415000003,17.999999999999986,2.718273999991652,0.0018693614224984556,2.7466497735274595,2000,-2117.4384999999993,0.0005205835504975631,2000,4000.0,181.39336743326518,2,0,2,21.793333333333337,42.80666666666665,0.0024148335410860166,4000.0,4000.0,54000.0,54000.0,0.0005724142737035805,2000.0,2000.0,-1803.9801650000015,-1802.9982500000012,108000.0,8000.0,-3297.8278800000016,80640,0,4000.0,11340000,1260000,725760,4000.0,293380,52464.53606123118,3357.749389881936,9.0,1.0,0.01,80640,9.07172,256.0,1956.4697,0.9416644,9.063569,0.076069355,0.02500000037252903,725760,293380,0.0003,0.0041075964,0.017364148,3357.745003256929,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.7952847426606346,8.797541693170898e-05,2.5227742401264902e-05,8.63083506875711e-06,6.837311529303901e-05,0.0010336943961684931,0.0009682914294428661,4.093113572423754e-06,5.0790565859720293e-05,0.0002708398603460432,1.1272979521807569e-05,6.0080236252137666e-05,1.1102464910383824e-05,2.1588326764270116e-05,0.013800441807066076,0.38021002863238207,0.02372254231661496,1.1736585614707427e-05,0.07900833762714432,0.296436614782634,3.333150811163972e-05,0.00034074672753244727,0.0007560682004383737
1,58000.0,True,10,845c7_00000,2026-01-15_17-27-45,1768494465,21.73803472518921,230.6614122390747,15888,DESKTOP-1HI26E8,127.0.0.1,230.6614122390747,10,21.486227861807457,2.8686317433083775e-05,21.48576655797774,14.689681251308706,6.78575073275286,0.004260720801229872,131.6904176324108,9.0,2000.0,131.6904176324108,-4385.604000000005,58000.0,11.854820056986647,2.0,0.4540332709773283,0.05687870000110706,-3138.5620200000017,19.999999999999986,2.718273999991652,0.0018920887226261582,2.621965322348749,2000,-1437.5004999999992,0.0005357784864372854,2000,4000.0,181.5070854798812,2,0,2,21.719354838709684,42.79032258064515,0.00242749970843589,4000.0,4000.0,58000.0,58000.0,0.0005748841011158642,2000.0,2000.0,-1566.645695000001,-1571.9163250000006,116000.0,8000.0,-2884.3313050000015,80640,0,4000.0,12600000,1260000,806400,4000.0,293380,52736.78870971816,3375.1690785151486,10.0,1.0,0.01,80640,9.819463,256.0,1139.3317,0.85908675,9.682092,0.03604597,0.02500000037252903,806400,293380,0.0003,0.0063651535,0.14580287,3375.1662866550196,7.3050003265962e-05,1.4650002412963659e-05,3.565000224625692e-05,7.714999810559675e-05,0.05599349999829428,1.8449994968250394e-05,0.7948547202340792,8.930791168412194e-05,2.483651833775584e-05,9.034913289729106e-06,6.884591470688914e-05,0.0010544418895607332,0.0009550543185395134,3.964344403496665e-06,5.241011565468565e-05,0.0002713735479740587,1.1058724270295354e-05,5.978035908603903e-05,1.0926544054149319e-05,2.193202338235663e-05,0.013794908389101721,0.3800874443460329,0.02368990389334712,1.1736219776341163e-05,0.07891386825086945,0.2962676366347481,3.349419302381408e-05,0.0003397632602337224,0.0007559785184238814
