num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes,env_runners/connector_pipeline_timer,env_runners/time_between_sampling,env_runners/env_to_module_sum_episodes_length_out,env_runners/rlmodule_inference_timer,env_runners/num_episodes_lifetime,env_runners/episode_len_min,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/env_reset_timer,env_runners/episode_len_max,env_runners/episode_duration_sec_mean,env_runners/sample,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/weights_seq_no,env_runners/episode_return_max,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_env_steps_sampled,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/human_1,env_runners/num_agent_steps_sampled/human_2,env_runners/num_agent_steps_sampled/human_0,env_runners/num_agent_steps_sampled_lifetime/human_1,env_runners/num_agent_steps_sampled_lifetime/human_2,env_runners/num_agent_steps_sampled_lifetime/human_0,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/shared_policy,env_runners/agent_episode_returns_mean/human_1,env_runners/agent_episode_returns_mean/human_2,env_runners/agent_episode_returns_mean/human_0,env_runners/agent_steps/human_1,env_runners/agent_steps/human_2,env_runners/agent_steps/human_0,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/module_episode_returns_mean/shared_policy,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/num_trainable_parameters,learners/shared_policy/vf_loss,learners/shared_policy/curr_kl_coeff,learners/shared_policy/entropy,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/policy_loss,learners/shared_policy/num_module_steps_trained,learners/shared_policy/vf_explained_var,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/total_loss,learners/shared_policy/mean_kl_loss,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/weights_seq_no,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/num_module_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping
1,22000.0,False,1,fa233_00000,2026-01-15_17-06-09,1768493169,24.74793314933777,24.74793314933777,39548,DESKTOP-1HI26E8,127.0.0.1,24.74793314933777,1,24.739187300001504,3.460000152699649e-05,24.73872680000204,13.92620370000077,10.799623300001258,0.004025700007332489,2.0,0.0009456499974476171,0.025559413786789963,129.70023112683015,0.0003874350100698744,2.0,2000,-12504.680499999999,-12362.834249999996,3.29158379999717,2000,10.222597300002235,4.268050961013565,22000.0,2000.0,0.0,-12220.987999999994,129.70023112683015,4000.0,0.0023797995589666747,nan,2,0,2,21.102857142857143,39.837142857142865,0.0009682595598094439,4000.0,4000.0,4000.0,22000.0,22000.0,22000.0,0.0004184093686507907,12000.0,-4122.666916666666,-4109.326416666667,-4130.840916666666,2000.0,2000.0,2000.0,66000.0,-11437.303833333332,4000,4000,120832,1888000,0,1888000,120832,294916,nan,nan,0.0003,294916,9.818237,0.10000000149011612,1.0931879,256.0,120832,0.042616528,120832,0.00011527538,0.01,9.850356,0.0021708535,1.0,1.0,16673.936,nan,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1574018000101205,8.897159403243914e-05,3.858105711871432e-06,9.174341425909904e-06,0.00011704219169634167,0.00038844349377232054,0.00012392737338322467,3.361507452894381e-05,2.238605199967656e-05,1.2295045431992029e-05,5.7016848628735024e-05,7.153607550446592e-05,1.2571733167238445e-05,8.711469663508628e-05,3.929999365936965e-05,0.48383470000408124,0.0011691999970935285,0.4864772000000812,0.12280389999796171,0.0008726999949431047,1.2599994079209864e-05,0.04145089999656193,0.019622699997853488
1,26000.0,False,2,fa233_00000,2026-01-15_17-06-33,1768493193,24.27030873298645,49.01824188232422,39548,DESKTOP-1HI26E8,127.0.0.1,49.01824188232422,2,24.73441120700154,3.448400151683018e-05,24.73394918000209,13.92575715800078,10.795306555001298,0.00402166500716703,2.0,0.0009456499974476171,0.12945839458590583,131.69041762873871,0.00034231544977151766,4.000000000000002,2000,-14496.313999999998,-12523.091727272724,3.29158379999717,2000,10.22805440000295,3.9893779327454872,26000.0,2000.0,1.0,-12220.987999999994,131.69041762873871,4000.0,0.00298938238882521,161.71920190406286,2,0,2,17.188235294117646,39.885294117647064,0.0009550667474560938,4000.0,4000.0,4000.0,26000.0,26000.0,26000.0,0.00040800884970854394,12000.0,-4175.6513863636355,-4163.59865909091,-4183.841681818183,2000.0,2000.0,2000.0,78000.0,-11582.829265151515,4000.0,4000.0,120832,1888000,0,3776000,241664,294916,nan,nan,0.0003,294916,9.945163,0.05000000074505806,1.084826,256.0,241664,-0.033095255,120832,0.00027698278,0.01,9.901514,0.002962699,1.0,2.0,21027.27,nan,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1584850510099205,8.626348796813298e-05,3.824827476786292e-06,8.865775433946696e-06,0.0001117720223380149,0.0003709382265342872,0.0001374071232014364,3.373465684803998e-05,2.1344153408253742e-05,1.1976976482168762e-05,5.429040984404055e-05,7.081856674751e-05,1.2100540809634298e-05,8.013797123534197e-05,3.927199359168299e-05,0.4858310890039138,0.0011682959970494265,0.4858208420001029,0.12266854599802172,0.0008673089950752911,1.2584994110511615e-05,0.04134310399662354,0.019621830997784855
1,30000.0,False,3,fa233_00000,2026-01-15_17-06-56,1768493216,22.80387568473816,71.82211756706238,39548,DESKTOP-1HI26E8,127.0.0.1,71.82211756706238,3,24.715027133931404,3.443216154992115e-05,24.714561425202035,13.913771816420716,10.787858892451274,0.004022161357002915,2.0,0.0009456499974476171,0.2195140482924109,131.6904176324108,0.00032003171954266094,6.0000000000000036,2000,-14496.313999999998,-13160.041214285713,3.29158379999717,2000,10.19583695714807,3.7343743597459813,30000.0,2000.0,2.0,-11466.101499999997,131.6904176324108,4000.0,0.002645286045985476,162.26841350304022,2,0,2,18.296875,39.890625,0.0008416782294136702,4000.0,4000.0,4000.0,30000.0,30000.0,30000.0,0.00037568474660320704,12000.0,-4385.70965079365,-4379.441960317462,-4394.889603174603,2000.0,2000.0,2000.0,90000.0,-12163.722428571427,4000.0,4000.0,120832,1888000,0,5664000,362496,294916,82647.1703042661,5289.397481717206,0.0003,294916,9.891745,0.02500000037252903,1.0779351,256.0,362496,0.08662868,120832,0.0005016923,0.01,9.967837,0.0048615066,1.0,3.0,14830.613,5289.399264594031,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1578830664997979,7.776773157266341e-05,3.4707933714323947e-06,8.162969624495394e-06,0.00010048983373080035,0.00033523623828068087,0.00010768891015624406,2.9201190807187718e-05,2.0569865144790056e-05,1.067634455282154e-05,5.0974870183427136e-05,6.509813102377446e-05,1.128262666467549e-05,7.756105515718298e-05,3.922927370149409e-05,0.4857083331138085,0.0011683070370650966,0.48550555258018874,0.12261157653804548,0.0008612579051536158,1.2569144133885856e-05,0.041241781956590416,0.019628621687767734
1,34000.0,False,4,fa233_00000,2026-01-15_17-07-19,1768493239,23.35165500640869,95.17377257347107,39548,DESKTOP-1HI26E8,127.0.0.1,95.17377257347107,4,24.701299676592168,3.45988400419301e-05,24.700829871949946,13.902833698256444,10.785034629526715,0.004024802743413457,2.0,0.0009456499974476171,0.29751200803694394,131.6904176324108,0.00034074772399698646,8.000000000000004,2000,-14496.313999999998,-12705.014594999999,3.29158379999717,2000,9.758457787998776,3.490385451227186,34000.0,2000.0,3.0,-11466.101499999997,131.6904176324108,4000.0,0.002668402052887257,162.87499872714233,2,0,2,18.945454545454545,39.80909090909091,0.0008825712048246444,4000.0,4000.0,4000.0,34000.0,34000.0,34000.0,0.0003964601340706553,12000.0,-4230.81784,-4226.11791,-4248.078844999999,2000.0,2000.0,2000.0,102000.0,-11771.518364999998,4000.0,4000.0,120832,1888000,0,7552000,483328,294916,82550.95778525923,5283.2391103020755,0.0003,294916,9.909169,0.012500000186264515,1.074724,256.0,483328,0.097786196,120832,0.0009999871,0.01,9.996327,0.004739537,1.0,4.0,19544.207,5283.236817128839,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1591425648347327,7.949050202217833e-05,3.726162022839307e-06,8.638348293177103e-06,0.00010579998714999397,0.00035344273708822003,0.00011201248006783776,3.146133182620863e-05,2.1366948699440368e-05,1.1323907797404129e-05,5.473690425469693e-05,6.793504306060172e-05,1.1714800040445164e-05,8.172056550265685e-05,3.924298100006126e-05,0.48738580278276267,0.0011672069666610187,0.4853098700542727,0.12245575177273414,0.00085632132615328,1.2555452672255341e-05,0.04118614213701117,0.019629964470921215
1,38000.0,False,5,fa233_00000,2026-01-15_17-07-43,1768493263,23.362834692001343,118.53660726547241,39548,DESKTOP-1HI26E8,127.0.0.1,118.53660726547241,5,24.68783116782629,3.453485160601064e-05,24.687358003230393,13.890060742273818,10.78432799723157,0.004027104715904863,2.0,0.0009456499974476171,0.37271372848856643,131.6904176324108,0.0003264086860188521,9.999999999999991,2000,-15300.670000000004,-12728.179049999999,3.29158379999717,2000,9.520672847998938,3.2805617846689885,38000.0,2000.0,4.0,-11466.101499999997,131.6904176324108,4000.0,0.0025932907860260535,163.35096055452482,2,0,2,22.96363636363636,39.81818181818182,0.0008507902271691787,4000.0,4000.0,4000.0,38000.0,38000.0,38000.0,0.0003785412832044132,12000.0,-4233.952181666666,-4231.034891666666,-4263.191976666666,2000.0,2000.0,2000.0,114000.0,-11813.40551833333,4000.0,4000.0,120832,1888000,0,9440000,604160,294916,82455.56939209824,5277.137794142171,0.0003,294916,9.729591,0.0062500000931322575,1.0728661,256.0,604160,-0.031480953,120832,0.0009898543,0.01,9.687415,0.0026855443,1.0,5.0,24653.387,5277.139984033641,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1583293861863655,7.647737745969628e-05,3.525315080886783e-06,8.155493452917276e-06,9.986947448028117e-05,0.00034449461808010943,0.00010932507464238797,2.8673822899690702e-05,2.078973819670209e-05,1.0704747627393517e-05,5.183205302280064e-05,6.51583834388746e-05,1.1076327264762053e-05,7.950809909306443e-05,3.9220551242559304e-05,0.48717790575492653,0.0011667168968654501,0.4849260453537327,0.12236764225504064,0.0008502421128886589,1.2551898055866914e-05,0.04106234571569991,0.01963337482622733
1,42000.0,False,6,fa233_00000,2026-01-15_17-08-08,1768493288,25.00575017929077,143.54235744476318,39548,DESKTOP-1HI26E8,127.0.0.1,143.54235744476318,6,24.690941493148088,3.4405503133970434e-05,24.690467530198095,13.888700713851131,10.788790398259252,0.004026285668801277,2.0,0.0009456499974476171,0.44289087689240436,131.6904176324108,0.0004041854448890308,11.999999999999991,2000,-15300.670000000004,-13687.23556,3.29158379999717,2000,9.307279260998476,3.0899136696888334,42000.0,2000.0,5.0,-11466.101499999997,131.6904176324108,4000.0,0.0028645392786944526,163.33587100051872,2,0,2,25.431428571428572,39.925714285714285,0.0009912310709408146,4000.0,4000.0,4000.0,42000.0,42000.0,42000.0,0.00045014762969413497,12000.0,-4552.869915,-4548.570295,-4585.795349999999,2000.0,2000.0,2000.0,126000.0,-12663.452826666668,4000.0,4000.0,120832,1888000,0,11328000,724992,294916,82101.56050789324,5254.482279233454,0.0003,294916,9.876825,0.0031250000465661287,1.0711228,256.0,724992,-0.030047586,120832,0.0005939007,0.01,9.836097,0.0047651124,1.0,6.0,23044.09,5254.484529111063,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1602039153244188,8.607108220182324e-05,4.279599418243068e-06,9.19537756342963e-06,0.00011550250672450355,0.0004119574335552466,0.00012727497112390173,3.371383444825718e-05,2.5763037692955698e-05,1.2044118552648601e-05,6.175124466748512e-05,7.700016862254629e-05,1.3228585271779398e-05,9.763164448271825e-05,3.924834572679958e-05,0.4892100796973782,0.0011718217279867817,0.4848730749002811,0.12229561383257666,0.0008444176917787042,1.2543379093089057e-05,0.04103200425851207,0.019637562077898418
1,46000.0,False,7,fa233_00000,2026-01-15_17-08-34,1768493314,26.409501314163208,169.9518587589264,39548,DESKTOP-1HI26E8,127.0.0.1,169.9518587589264,7,24.708040039216634,3.450744800623512e-05,24.707562156896127,13.903744349712678,10.790809072276597,0.0040278458120327956,2.0,0.0009456499974476171,0.5111938163854094,131.6904176324108,0.0004049529316470851,13.999999999999984,2000,-15300.670000000004,-14406.031400000002,3.29158379999717,2000,9.7762636739992,2.93436517545633,46000.0,2000.0,6.0,-10714.135499999999,131.6904176324108,4000.0,0.003255117759469992,162.66467315089048,2,0,2,21.65135135135135,39.943243243243245,0.001029983128746294,4000.0,4000.0,4000.0,46000.0,46000.0,46000.0,0.000460585773498131,12000.0,-4790.669115000001,-4794.760625,-4820.601659999999,2000.0,2000.0,2000.0,138000.0,-13269.567374999999,4000.0,4000.0,120832,1888000,0,13216000,845824,294916,81565.51475769539,5220.175278345709,0.0003,294916,9.775325,0.0031250000465661287,1.0660552,256.0,845824,-0.06414728,120832,0.0009622574,0.01,9.700538,0.0063997004,1.0,7.0,14896.659,5220.177093612585,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1615893261711026,9.435218082324302e-05,4.431530482729593e-06,9.853911230235006e-06,0.00012171117860042748,0.00041322475068013254,0.00012896377594110036,3.724120589117839e-05,2.5062439779797938e-05,1.3129792430587443e-05,6.263821924848214e-05,7.985176882329673e-05,1.3655956106874286e-05,9.411761040955153e-05,3.9226862184125574e-05,0.4895566849003499,0.0011775275106683794,0.485838982151289,0.12229433169422214,0.00084463251472912,1.2527945266637522e-05,0.04102706821582295,0.01971602845719109
1,50000.0,False,8,fa233_00000,2026-01-15_17-09-00,1768493340,25.880271196365356,195.83212995529175,39548,DESKTOP-1HI26E8,127.0.0.1,195.83212995529175,8,24.71967720282443,3.438837350081844e-05,24.719198583327184,13.916899694215653,10.789263532553887,0.004028418353852189,2.0,0.0009456499974476171,0.5707938572647941,131.6904176324108,0.0004164222940145658,15.999999999999984,2000,-15300.670000000004,-13460.544629999997,3.29158379999717,2000,10.553804009995075,2.796416947244384,50000.0,2000.0,7.0,-10270.514,131.6904176324108,4000.0,0.0032297337716527914,162.14003982299295,2,0,2,21.1972972972973,40.03783783783784,0.0010310661478313966,4000.0,4000.0,4000.0,50000.0,50000.0,50000.0,0.00046113311539543135,12000.0,-4473.547131666667,-4490.2836616666655,-4496.713836666666,2000.0,2000.0,2000.0,150000.0,-12366.807181666665,4000.0,4000.0,120832,1888000,0,15104000,966656,294916,81128.8051299399,5192.2279457160785,0.0003,294916,9.860767,0.0031250000465661287,1.0793946,256.0,966656,0.0305936,120832,0.0008993745,0.01,9.880593,0.008537721,1.0,8.0,12418.152,5192.229682806422,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1632727659094233,9.428333028762809e-05,4.44415315615857e-06,1.0124574304241116e-05,0.00012206371782375043,0.0004134335384039253,0.00012904977450170455,3.726074359283764e-05,2.5991970326153847e-05,1.3149341118248139e-05,6.29950848914451e-05,7.899537300410164e-05,1.3760807304413634e-05,9.409714168525365e-05,3.9193593531023546e-05,0.49160802305142354,0.0011842212356222724,0.4856033923298463,0.12224918037722393,0.0008387461895753654,1.2521665701461792e-05,0.04094376853369606,0.019715911172699337
1,54000.0,False,9,fa233_00000,2026-01-15_17-09-25,1768493365,24.846858739852905,220.67898869514465,39548,DESKTOP-1HI26E8,127.0.0.1,220.67898869514465,9,24.720873021796052,3.427148974807042e-05,24.720391649493997,13.925491163273533,10.78186892922838,0.004027134170274318,2.0,0.0009456499974476171,0.6211120568875147,131.6904176324108,0.00036455909608326827,17.999999999999986,2000,-14633.28499999999,-11920.042389999995,3.29158379999717,2000,11.12962041200444,2.670086343640017,54000.0,2000.0,8.0,-10270.514,131.6904176324108,4000.0,0.0032303869120825696,161.8827754231592,2,0,2,17.082857142857144,39.94571428571429,0.0009773996210742787,4000.0,4000.0,4000.0,54000.0,54000.0,54000.0,0.0004352533092504638,12000.0,-3960.533395,-3980.495435,-3979.013559999999,2000.0,2000.0,2000.0,162000.0,-10971.855588333332,4000.0,4000.0,120832,1888000,0,16992000,1087488,294916,80864.68905423385,5175.325218973369,0.0003,294916,9.831664,0.0015625000232830644,1.0750245,256.0,1087488,0.027951047,120832,0.00027686357,0.01,9.84888,0.004751723,1.0,9.0,18503.162,5175.327365501155,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1621765842502594,9.129876589666378e-05,4.319695754733649e-06,9.107681405625646e-06,0.00011812203608395984,0.0003809838787580229,0.00012370757574035296,3.66529378936589e-05,2.2829420407920757e-05,1.3160397769476292e-05,6.0175008626648406e-05,7.377311247209552e-05,1.3161617077260258e-05,8.42522272113208e-05,3.918465760168123e-05,0.49108159882103963,0.0011849060233377635,0.485320049406469,0.12210406057345144,0.0008329697276249301,1.2513448916708833e-05,0.04080908484834276,0.019720942060954125
1,58000.0,True,10,fa233_00000,2026-01-15_17-09-50,1768493390,25.287384033203125,245.96637272834778,39548,DESKTOP-1HI26E8,127.0.0.1,245.96637272834778,10,24.726461076578047,3.41977748616203e-05,24.72597773999906,13.936134843640897,10.77678472493606,0.004038071828510838,2.0,0.0009456499974476171,0.6610343633852948,131.6904176324108,0.00037473178307968774,19.999999999999986,2000,-13790.5245,-11714.0886,3.29158379999717,2000,11.111710603009126,2.5546131126887404,58000.0,2000.0,9.0,-9412.094500000003,131.6904176324108,4000.0,0.003252917623287535,161.7568833800286,2,0,2,17.297142857142855,39.97714285714286,0.0010021590377460887,4000.0,4000.0,4000.0,58000.0,58000.0,58000.0,0.0004376282117495789,12000.0,-3888.3799033333325,-3910.428213333333,-3915.280483333333,2000.0,2000.0,2000.0,174000.0,-10763.740421666664,4000.0,4000.0,120832,1888000,0,18880000,1208320,294916,80548.98617937173,5155.121019512953,0.0003,294916,9.840945,0.0007812500116415322,1.081975,256.0,1208320,-0.023728834,120832,-2.69413e-05,0.01,9.806403,0.0039299936,1.0,10.0,10796.509,5155.122954152586,3.0499999411404133e-05,1.2899996363557875e-05,7.745000038994476e-05,8.550000347895548e-05,1.6500001947861165e-05,0.00011284999345662072,1.1630374564078307,9.434325267808241e-05,4.1676928921061866e-06,9.476172147064856e-06,0.00011992521936513064,0.00038880050797337307,0.00012975888916921357,3.703125169519826e-05,2.258029147364242e-05,1.3248832803104921e-05,5.854289117470005e-05,7.56280138132599e-05,1.3096180952468136e-05,8.40741032404695e-05,3.914881111707932e-05,0.49268133383278495,0.001191178962996559,0.4847879889125062,0.12194613096782919,0.0008547470302600487,1.2505314445322556e-05,0.040733813999753454,0.01972455864027206
