num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/rlmodule_inference_timer,env_runners/episode_len_max,env_runners/time_between_sampling,env_runners/connector_pipeline_timer,env_runners/env_reset_timer,env_runners/num_env_steps_sampled,env_runners/sample,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/episode_return_mean,env_runners/env_step_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_return_min,env_runners/weights_seq_no,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_duration_sec_mean,env_runners/episode_return_max,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_agent_steps_sampled/human_1,env_runners/num_agent_steps_sampled/human_0,env_runners/num_agent_steps_sampled/human_2,env_runners/agent_episode_returns_mean/human_0,env_runners/agent_episode_returns_mean/human_2,env_runners/agent_episode_returns_mean/human_1,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_steps/human_2,env_runners/agent_steps/human_1,env_runners/agent_steps/human_0,env_runners/num_agent_steps_sampled_lifetime/human_0,env_runners/num_agent_steps_sampled_lifetime/human_2,env_runners/num_agent_steps_sampled_lifetime/human_1,env_runners/module_episode_returns_mean/shared_policy,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_module_steps_sampled/shared_policy,learners/shared_policy/policy_loss,learners/shared_policy/num_module_steps_trained,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/weights_seq_no,learners/shared_policy/entropy,learners/shared_policy/vf_loss,learners/shared_policy/mean_kl_loss,learners/shared_policy/total_loss,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/curr_kl_coeff,learners/shared_policy/vf_explained_var,learners/shared_policy/num_trainable_parameters,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,22000.0,False,1,2fc41_00000,2026-01-15_15-34-31,1768487671,22.389569520950317,22.389569520950317,34592,DESKTOP-1HI26E8,127.0.0.1,22.389569520950317,1,22.38051540000015,3.399999695830047e-05,22.379977899996447,12.029323100010515,10.339169400001992,0.003913399996235967,0.00034776176855182497,2000,0.03707106090110936,0.000801100002718158,2.77403124999546,4000.0,3.611731609671664,2000.0,2000,2.0,2.0,-12488.980249999997,0.002046086249725026,129.70023112683015,-13824.628499999995,0.0,129.70023112683015,22000.0,8.847536100009165,-11153.331999999997,nan,2,0,2,21.015625,45.253125000000004,4000.0,4000.0,4000.0,-4181.511916666666,-4136.829916666666,-4170.638416666665,0.0008669805466310129,0.0003780886088976485,2000.0,2000.0,2000.0,22000.0,22000.0,22000.0,-11603.775416666664,66000.0,12000.0,0.09476121,120832,120832,1.0,1.0969015,9.8596325,0.0011241924,9.94365,17689.086,0.01,256.0,1.0,0.10000000149011612,0.00027114153,294916,0.0003,nan,120832,1888000,4000,1888000,120832,0,294916,4000,nan,nan,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.0999572000000626,7.481002516121562e-05,7.751949336517882e-06,3.445481626043537e-06,2.8237650944868884e-05,0.00035418349397706823,0.00010301618456126294,0.00011686990667037017,2.0267361875304608e-05,1.12397341531701e-05,1.0522018569051927e-05,6.587543205369614e-05,7.759807916178037e-05,5.322379380379491e-05,1.2200005585327744e-05,0.0014356999890878797,0.44240410000202246,0.020411599994986318,0.038586200011195615,0.0004932000010740012,0.47238479999941774,3.9699996705166996e-05,0.12299009998969268
1,26000.0,False,2,2fc41_00000,2026-01-15_15-34-54,1768487694,22.691225051879883,45.0807945728302,34592,DESKTOP-1HI26E8,127.0.0.1,45.0807945728302,2,22.383540941000103,3.388699697097763e-05,22.38300200299651,12.029701419010381,10.341772697002016,0.00391021199626266,0.00032562662287423264,2000,0.13550692715478804,0.000801100002718158,2.77403124999546,4000.0,3.378094407084613,2000.0,2000,2.0,4.000000000000002,-12639.701499999996,0.002486355744527925,131.69041762873871,-14397.921499999997,1.0,131.69041762873871,26000.0,8.84516959091641,-11153.331999999997,178.12293093513028,2,0,2,20.759375,45.425,4000.0,4000.0,4000.0,-4231.938083333333,-4186.6871742424255,-4221.07624242424,0.0008373873080595449,0.00036819037022727495,2000.0,2000.0,2000.0,26000.0,26000.0,26000.0,-11731.498598484844,78000.0,12000.0,0.0037082152,120832,241664,2.0,1.092113,9.944926,0.004564633,9.9381695,22536.977,0.01,256.0,1.0,0.05000000074505806,0.00064074993,294916,0.0003,nan,241664,1888000,4000.0,3776000,120832,0,294916,4000.0,nan,nan,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.101329212000128,7.526977103586059e-05,7.841574195550644e-06,3.4380523300935724e-06,2.7753851615702257e-05,0.00034102592077887774,9.690326274207247e-05,0.00011057609172814685,2.002260319044664e-05,1.1255664922516296e-05,9.996718517675668e-06,6.457479285869867e-05,7.598954435954603e-05,5.122746511337865e-05,1.2189005501568317e-05,0.0014320629891881255,0.4423616530020081,0.020418622995057374,0.03848959301103604,0.000490882001031423,0.47404693999938896,3.966699674492702e-05,0.12284456198976841
1,30000.0,False,3,2fc41_00000,2026-01-15_15-35-18,1768487718,24.017356395721436,69.09815096855164,34592,DESKTOP-1HI26E8,127.0.0.1,69.09815096855164,3,22.39978880359015,3.378712707490194e-05,22.399249383966563,12.037649917820278,10.350049744032058,0.003910214876332611,0.00037462458131828577,2000,0.22700811067308066,0.000801100002718158,2.77403124999546,4000.0,3.1711427259841076,2000.0,2000,2.0,6.0000000000000036,-13301.31830952381,0.0025982820963862917,131.6904176324108,-14397.921499999997,2.0,131.6904176324108,30000.0,8.874522823808851,-11153.331999999997,177.73505846712905,2,0,2,32.66969696969697,46.16363636363636,4000.0,4000.0,4000.0,-4452.484444444444,-4406.669861111111,-4442.1640039682525,0.000916529407888814,0.0004120614080042852,2000.0,2000.0,2000.0,30000.0,30000.0,30000.0,-12290.28156349206,90000.0,12000.0,-0.00083700725,120832,362496,3.0,1.0972435,9.863927,0.005015018,9.852367,17764.234,0.01,256.0,1.0,0.05000000074505806,5.567074e-05,294916,0.0003,5024.33525169579,362496,1888000,4000.0,5664000,120832,0,294916,4000.0,78505.19652424134,5024.337696034557,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1012506498801349,7.887559800718958e-05,8.179818326840528e-06,3.735648063251034e-06,2.9259667110257032e-05,0.0003835080538263001,0.00010556085070290871,0.00011869787308459777,2.303691927371967e-05,1.245780712196696e-05,1.1377429259123087e-05,7.13618663166298e-05,8.877357732371363e-05,5.8104157064769805e-05,1.2182115449104457e-05,0.0014287563591977234,0.44253875847201996,0.020425750765150585,0.038421233080953236,0.0004904971809810377,0.47395886059936887,3.962032682320569e-05,0.12274886836984661
1,34000.0,False,4,2fc41_00000,2026-01-15_15-35-41,1768487741,23.16526484489441,92.26341581344604,34592,DESKTOP-1HI26E8,127.0.0.1,92.26341581344604,4,22.40736336455433,3.374225585241219e-05,22.406819665126953,12.042621605642129,10.352647404591687,0.00390555172757931,0.0003541808187770076,2000,0.31541924373136365,0.000801100002718158,2.77403124999546,4000.0,2.989204551900598,2000.0,2000,2.0,8.000000000000004,-13411.923964999998,0.0025654167951164775,131.6904176324108,-15187.640500000001,3.0,131.6904176324108,34000.0,9.183777300000367,-11153.331999999997,177.2630998359652,2,0,2,31.84242424242424,46.22727272727273,4000.0,4000.0,4000.0,-4483.318913333333,-4453.252703333333,-4475.352348333334,0.0008991110610367884,0.00040127403698754103,2000.0,2000.0,2000.0,34000.0,34000.0,34000.0,-12370.888663333331,102000.0,12000.0,-0.042758223,120832,483328,4.0,1.0957723,9.970607,0.0034482589,9.917064,23890.828,0.01,256.0,1.0,0.02500000037252903,0.00015729666,294916,0.0003,5033.472267302069,483328,1888000,4000.0,7552000,120832,0,294916,4000.0,78647.95491059664,5033.475738311777,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1025826453813843,7.74841680924454e-05,8.145749764439723e-06,3.605380796725674e-06,2.8754588548251116e-05,0.0003754707334714618,0.00010262221911222971,0.00011649061613432016,2.2522091253333793e-05,1.1716087036495406e-05,1.0688646774515022e-05,6.931158093617911e-05,8.732997855149879e-05,5.55680211967709e-05,1.2174294289550744e-05,0.0014255247955359956,0.44240704388721985,0.020409712257473275,0.038359889750081484,0.00048807220913768106,0.47569915699338305,3.956012363961782e-05,0.12256286968606407
1,38000.0,False,5,2fc41_00000,2026-01-15_15-36-03,1768487763,22.253250122070312,114.51666593551636,34592,DESKTOP-1HI26E8,127.0.0.1,114.51666593551636,5,22.40574354390882,3.362683323807577e-05,22.405199403475773,12.042850549585731,10.350781888545763,0.003906351210226198,0.00032261718954498564,2000,0.38985931564888116,0.000801100002718158,2.77403124999546,4000.0,2.81589267215216,2000.0,2000,2.0,9.999999999999991,-13978.119079999993,0.0024991294757299265,131.6904176324108,-15187.640500000001,4.0,131.6904176324108,38000.0,9.309259416005515,-11909.119999999999,177.19876111125518,2,0,2,20.403225806451612,45.65806451612901,4000.0,4000.0,4000.0,-4671.647484999999,-4655.705649999999,-4650.765945,0.0008330526427893835,0.0003661988322930876,2000.0,2000.0,2000.0,38000.0,38000.0,38000.0,-12857.362971666666,114000.0,12000.0,0.0029664265,120832,604160,5.0,1.0964441,9.867819,0.0040340866,9.859921,16407.123,0.01,256.0,1.0,0.012500000186264515,0.00015556812,294916,0.0003,5052.882067002191,604160,1888000,4000.0,9440000,120832,0,294916,4000.0,78951.24716347945,5052.8842953054,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1022365579276132,7.506958986968247e-05,7.6172177241320855e-06,3.3698706845498104e-06,2.8646355604739177e-05,0.0003370620259082849,9.701236360629343e-05,0.00010880355783125166,1.9582339801559693e-05,1.0846241329581108e-05,1.0123235229485107e-05,6.419947814462189e-05,7.5891477969776e-05,5.076069311831183e-05,1.2190551378821256e-05,0.0014220595476682172,0.44234834444836935,0.02042672313486735,0.03829288985250586,0.0004856524871591209,0.4756098934235078,3.9771522368606245e-05,0.12242719798913444
1,42000.0,False,6,2fc41_00000,2026-01-15_15-36-26,1768487786,22.402220487594604,136.91888642311096,34592,DESKTOP-1HI26E8,127.0.0.1,136.91888642311096,6,22.405622230469742,3.3540564917569376e-05,22.405076479440883,12.041027432089871,10.352473310660388,0.003903755698158738,0.00032550759157093064,2000,0.4529821719665305,0.000801100002718158,2.77403124999546,4000.0,2.6577916098667487,2000.0,2000,2.0,11.999999999999991,-13539.8096,0.0024751689140373257,131.6904176324108,-15187.640500000001,5.0,131.6904176324108,42000.0,9.131500758007169,-11909.119999999999,177.3959803617236,2,0,2,20.680645161290315,45.5,4000.0,4000.0,4000.0,-4530.825341666666,-4511.302871666666,-4497.681386666666,0.0008363306719951679,0.00036894992475633925,2000.0,2000.0,2000.0,42000.0,42000.0,42000.0,-12484.382821666664,126000.0,12000.0,-0.08830161,120832,724992,6.0,1.0891666,9.915206,0.0061145956,9.816091,16695.248,0.01,256.0,1.0,0.012500000186264515,3.9875507e-05,294916,0.0003,5069.511907129126,724992,1888000,4000.0,11328000,120832,0,294916,4000.0,79211.08861568522,5069.513871597863,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1039740443483546,7.406644533598293e-05,8.507333999731958e-06,3.3045138718512473e-06,2.781959311553687e-05,0.00033949011477436554,9.684362961102785e-05,0.00010923957133383125,1.9685903282973273e-05,1.0896431411851256e-05,1.1006598990194902e-05,6.385051551415611e-05,7.598284491981649e-05,5.1745870398326574e-05,1.2188645760138182e-05,0.001418594952165743,0.44249007900394727,0.020427027903593808,0.03820321495397005,0.0004832399622709,0.477461564489246,3.9775807150044316e-05,0.12227330600926231
1,46000.0,False,7,2fc41_00000,2026-01-15_15-36-48,1768487808,22.305041074752808,159.22392749786377,34592,DESKTOP-1HI26E8,127.0.0.1,159.22392749786377,7,22.40453326416502,3.3463159341183986e-05,22.4039869516466,12.040090020768947,10.352302440553723,0.003908146141239854,0.0003304218662899285,2000,0.5133438543050671,0.000801100002718158,2.77403124999546,4000.0,2.515329029158953,2000.0,2000,2.0,13.999999999999984,-13140.900039999997,0.002489025478314261,131.6904176324108,-15187.640500000001,6.0,131.6904176324108,46000.0,8.906292780001968,-10775.5415,177.40665422810426,2,0,2,20.79375,45.409375,4000.0,4000.0,4000.0,-4399.094783333333,-4370.154898333331,-4371.650358333332,0.0008337650510450545,0.0003661470266957733,2000.0,2000.0,2000.0,46000.0,46000.0,46000.0,-12161.155178333334,138000.0,12000.0,0.06222536,120832,845824,7.0,1.0730798,9.89179,0.0077797645,9.94338,16436.898,0.01,256.0,1.0,0.012500000186264515,0.00012654066,294916,0.0003,5086.502512844939,845824,1888000,4000.0,13216000,120832,0,294916,4000.0,79476.56874692586,5086.5047544402005,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1039156719047916,7.617531722894474e-05,7.787382231855242e-06,3.349105243924824e-06,2.770568979648338e-05,0.0003403502163719213,9.609179927432591e-05,0.00010754597761379599,1.9617183638015983e-05,1.075584408938274e-05,1.013137166315871e-05,6.376347298192787e-05,7.673748045118038e-05,5.156761950840447e-05,1.2173759389691829e-05,0.0014190610027439718,0.4424221962139175,0.020432802624543125,0.03812580480439726,0.0004810735627212681,0.477639129844325,3.970304907942863e-05,0.12218529494915764
1,50000.0,False,8,2fc41_00000,2026-01-15_15-37-10,1768487830,22.440924406051636,181.6648519039154,34592,DESKTOP-1HI26E8,127.0.0.1,181.6648519039154,8,22.404825442523418,3.335452772241782e-05,22.404278945130105,12.039627206561295,10.353047170148214,0.0039033736798662305,0.00032649562945172316,2000,0.5663053891502143,0.000801100002718158,2.77403124999546,4000.0,2.386899121471196,2000.0,2000,2.0,15.999999999999984,-12514.983839999995,0.0024730497168974296,131.6904176324108,-13555.397499999995,7.0,131.6904176324108,50000.0,8.835822588988957,-10775.5415,177.47046290380996,2,0,2,20.04193548387097,45.40000000000002,4000.0,4000.0,4000.0,-4187.870588333332,-4158.767978333331,-4168.345273333332,0.0008237671478617245,0.00036886291768930185,2000.0,2000.0,2000.0,50000.0,50000.0,50000.0,-11572.06426833333,150000.0,12000.0,0.086344436,120832,966656,8.0,1.086641,9.959653,0.008226717,10.035233,16480.725,0.01,256.0,1.0,0.012500000186264515,0.00047147274,294916,0.0003,5100.971628627705,966656,1888000,4000.0,15104000,120832,0,294916,4000.0,79702.65335891984,5100.973144657697,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1053544081857756,7.336992170491693e-05,7.459212198536814e-06,3.280130356299752e-06,2.701098565916502e-05,0.0003361734215435859,9.625731283524508e-05,0.00010770439843552383,1.9900348000425954e-05,1.085788153786262e-05,1.0215513784259584e-05,6.426089303262429e-05,7.672354689481392e-05,5.167889238783985e-05,1.2169021813575722e-05,0.001415988392827842,0.44243724025175046,0.020432138598298264,0.038057545756369424,0.0004791208271739238,0.4793087315459702,3.963201859713359e-05,0.12202015399965657
1,54000.0,False,9,2fc41_00000,2026-01-15_15-37-33,1768487853,22.582221746444702,204.2470736503601,34592,DESKTOP-1HI26E8,127.0.0.1,204.2470736503601,9,22.40652202209811,3.325298246552628e-05,22.40597497367876,12.04004078849579,10.354283311446688,0.003901961943158346,0.0003414404188840933,2000,0.6148612625141389,0.000801100002718158,2.77403124999546,4000.0,2.271444057165659,2000.0,2000,2.0,17.999999999999986,-12231.628499999997,0.002494297642519409,131.6904176324108,-13555.397499999995,8.0,131.6904176324108,54000.0,8.846368509984604,-10775.5415,177.461109786592,2,0,2,21.831249999999997,45.340624999999996,4000.0,4000.0,4000.0,-4094.7347066666653,-4066.2215916666646,-4070.6722016666654,0.0008486286911056307,0.0003794374442240871,2000.0,2000.0,2000.0,54000.0,54000.0,54000.0,-11298.830173333332,162000.0,12000.0,-0.08941809,120832,1087488,9.0,1.0936363,9.765632,0.0027799665,9.665312,14367.765,0.01,256.0,1.0,0.0062500000931322575,7.158518e-05,294916,0.0003,5113.104961259099,1087488,1888000,4000.0,16992000,120832,0,294916,4000.0,79892.23420269827,5113.109449991852,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1056710761039559,7.477204666733492e-05,7.678618156121664e-06,3.431774069748206e-06,2.8760547375127662e-05,0.00034735048883814126,9.841168125203242e-05,0.00011098692112303909,2.0415179064013983e-05,1.1614380386703687e-05,1.0341104388064082e-05,6.631661065429535e-05,8.002829976502565e-05,5.352201605728492e-05,1.2158331567533815e-05,0.0014126535089626143,0.4428111718492292,0.02043551321231295,0.037971972298862865,0.00047764361896180226,0.4794620862305837,3.956869847296295e-05,0.12190313745961628
1,58000.0,True,10,2fc41_00000,2026-01-15_15-37-56,1768487876,23.0363187789917,227.2833924293518,34592,DESKTOP-1HI26E8,127.0.0.1,227.2833924293518,10,22.412748051876992,3.3292452708598655e-05,22.412199501942005,12.04212135761092,10.358413271332314,0.003899888323763313,0.0003434311124308661,2000,0.659488074742674,0.000801100002718158,2.77403124999546,4000.0,2.1677250883368226,2000.0,2000,2.0,19.999999999999986,-12107.397104999996,0.0025430846385150196,131.6904176324108,-14527.672,9.0,131.6904176324108,58000.0,8.877645203990252,-10775.5415,177.36663092892792,2,0,2,23.45,45.35625,4000.0,4000.0,4000.0,-4054.0383433333323,-4028.3861733333324,-4024.9725883333326,0.0008606560968888646,0.0003867157095750283,2000.0,2000.0,2000.0,58000.0,58000.0,58000.0,-11097.331788333333,174000.0,12000.0,0.06645479,120832,1208320,10.0,1.0913042,9.963462,0.0031860487,10.019024,19685.1,0.01,256.0,1.0,0.0031250000465661287,8.690357e-05,294916,0.0003,5119.28258403016,1208320,1888000,4000.0,18880000,120832,0,294916,4000.0,79988.75976956946,5119.285581962487,6.850000499980524e-05,0.0001062500014086254,6.470000516856089e-05,2.305000089108944e-05,1.1149997590109706e-05,1.1000003723893315e-05,1.1076652913429126,7.592224365829024e-05,8.022377049109959e-06,3.556962380531962e-06,2.8666133677173246e-05,0.00035099791091345835,9.953755605212498e-05,0.00011310142839853514,2.1376011984593392e-05,1.153204572313574e-05,1.0677125672277589e-05,6.76105489148309e-05,8.074306682823024e-05,5.3383106139530074e-05,1.2192748130047071e-05,0.0014111089737814224,0.44290413013063756,0.020473649080288932,0.037881525575963686,0.00047532818273948176,0.4814254903682952,3.981501142908689e-05,0.12190304708499018
